Dataset,PoziomUszkodzen,Metoda,Model,AUC_srednia,AUC_std,Liczba_powtorzen
serce,20%,fill_knn,XGBoost,0.8301,0.0147,9
serce,20%,fill_norm,MLP,0.78,0.0552,9
serce,20%,fill_norm,NB,0.7885,0.0144,9
serce,20%,fill_norm,RF,0.847,0.017,9
serce,20%,fill_norm,XGBoost,0.8369,0.0219,9
serce,20%,raw,MLP,0.5389,0.0269,9
serce,20%,raw,NB,0.8208,0.0154,9
serce,20%,raw,RF,0.8577,0.0112,9
serce,20%,raw,XGBoost,0.8381,0.0139,9
serce,20%,remove_fill,MLP,0.5063,0.1286,9
serce,20%,remove_fill,NB,0.827,0.0139,9
serce,20%,remove_fill,RF,0.8419,0.0175,9
serce,20%,remove_fill,XGBoost,0.828,0.0231,9
serce,30%,all,MLP,0.7506,0.0318,9
serce,30%,all,NB,0.7998,0.0168,9
serce,30%,all,RF,0.796,0.0168,9
serce,30%,all,XGBoost,0.7755,0.0101,9
serce,30%,all_knn,MLP,0.7373,0.0328,9
serce,30%,all_knn,NB,0.8025,0.015,9
serce,30%,all_knn,RF,0.7917,0.0091,9
serce,30%,all_knn,XGBoost,0.7679,0.0153,9
serce,30%,fill,MLP,0.5315,0.0616,9
serce,30%,fill,NB,0.7884,0.0179,9
serce,30%,fill,RF,0.8192,0.0192,9
serce,30%,fill,XGBoost,0.7922,0.0199,9
serce,30%,fill_knn,MLP,0.5042,0.0368,9
serce,30%,fill_knn,NB,0.7923,0.0184,9
serce,30%,fill_knn,RF,0.8,0.023,9
serce,30%,fill_knn,XGBoost,0.7758,0.0253,9
serce,30%,fill_norm,MLP,0.726,0.029,9
serce,30%,fill_norm,NB,0.7801,0.0184,9
serce,30%,fill_norm,RF,0.8197,0.0189,9
serce,30%,fill_norm,XGBoost,0.7922,0.0199,9
serce,30%,raw,MLP,0.5121,0.0222,9
serce,30%,raw,NB,0.8128,0.021,9
serce,30%,raw,RF,0.8314,0.0162,9
serce,30%,raw,XGBoost,0.7972,0.0195,9
serce,30%,remove_fill,MLP,0.5067,0.0533,9
serce,30%,remove_fill,NB,0.7998,0.0168,9
serce,30%,remove_fill,RF,0.7961,0.0169,9
serce,30%,remove_fill,XGBoost,0.7755,0.0101,9
serce,40%,all,MLP,0.6382,0.0391,9
serce,40%,all,NB,0.7259,0.0251,9
serce,40%,all,RF,0.6963,0.0287,9
serce,40%,all,XGBoost,0.6862,0.0234,9
serce,40%,all_knn,MLP,0.6454,0.0503,9
serce,40%,all_knn,NB,0.7334,0.0212,9
serce,40%,all_knn,RF,0.7064,0.0231,9
serce,40%,all_knn,XGBoost,0.6829,0.0228,9
serce,40%,fill,MLP,0.5071,0.0422,9
serce,40%,fill,NB,0.7127,0.0205,9
serce,40%,fill,RF,0.7124,0.0214,9
serce,40%,fill,XGBoost,0.685,0.0247,9
serce,40%,fill_knn,MLP,0.4887,0.0325,9
serce,40%,fill_knn,NB,0.7165,0.019,9
serce,40%,fill_knn,RF,0.7267,0.0193,9
serce,40%,fill_knn,XGBoost,0.7056,0.0225,9
serce,40%,fill_norm,MLP,0.5885,0.06,9
serce,40%,fill_norm,NB,0.7079,0.0218,9
serce,40%,fill_norm,RF,0.7117,0.0215,9
serce,40%,fill_norm,XGBoost,0.685,0.0247,9
serce,40%,raw,MLP,0.507,0.0228,9
serce,40%,raw,NB,0.7603,0.0206,9
serce,40%,raw,RF,0.7493,0.0427,9
serce,40%,raw,XGBoost,0.7281,0.0382,9
serce,40%,remove_fill,MLP,0.5176,0.0631,9
serce,40%,remove_fill,NB,0.7253,0.0268,9
serce,40%,remove_fill,RF,0.6972,0.0281,9
serce,40%,remove_fill,XGBoost,0.6862,0.0234,9
serce,50%,all,MLP,0.6533,0.0701,9
serce,50%,all,NB,0.7664,0.0576,9
serce,50%,all,RF,0.7488,0.0624,9
serce,50%,all,XGBoost,0.7529,0.0568,9
serce,50%,all_knn,MLP,0.6403,0.0621,9
serce,50%,all_knn,NB,0.7692,0.0614,9
serce,50%,all_knn,RF,0.7552,0.0554,9
serce,50%,all_knn,XGBoost,0.7435,0.055,9
serce,50%,fill,MLP,0.5285,0.0205,9
serce,50%,fill,NB,0.7611,0.0583,9
serce,50%,fill,RF,0.7427,0.0629,9
serce,50%,fill,XGBoost,0.7515,0.0557,9
serce,50%,fill_knn,MLP,0.5067,0.0375,9
serce,50%,fill_knn,NB,0.7687,0.0593,9
serce,50%,fill_knn,RF,0.7447,0.0593,9
serce,50%,fill_knn,XGBoost,0.7247,0.0705,9
serce,50%,fill_norm,MLP,0.6386,0.0611,9
serce,50%,fill_norm,NB,0.7445,0.0687,9
serce,50%,fill_norm,RF,0.7428,0.0629,9
serce,50%,fill_norm,XGBoost,0.7515,0.0557,9
serce,50%,raw,MLP,0.5034,0.0333,9
serce,50%,raw,NB,0.764,0.0605,9
serce,50%,raw,RF,0.7516,0.0685,9
serce,50%,raw,XGBoost,0.7408,0.0585,9
serce,50%,remove_fill,MLP,0.5166,0.0497,9
serce,50%,remove_fill,NB,0.7725,0.0546,9
serce,50%,remove_fill,RF,0.7488,0.0628,9
serce,50%,remove_fill,XGBoost,0.7529,0.0568,9
serce,ORYGINALNY,raw,MLP,0.6132,0.1341,3
serce,ORYGINALNY,raw,NB,0.8872,0.0066,3
serce,ORYGINALNY,raw,RF,0.9075,0.0095,3
serce,ORYGINALNY,raw,XGBoost,0.8912,0.01,3
zapalenia,10%,all,MLP,0.8632,0.0252,9
zapalenia,10%,all,NB,0.8255,0.0148,9
zapalenia,10%,all,RF,0.9079,0.0132,9
zapalenia,10%,all,XGBoost,0.9134,0.008,9
zapalenia,10%,all_knn,MLP,0.8721,0.0214,9
zapalenia,10%,all_knn,NB,0.8262,0.0139,9
zapalenia,10%,all_knn,RF,0.9096,0.0109,9
zapalenia,10%,all_knn,XGBoost,0.9164,0.0102,9
zapalenia,10%,fill,MLP,0.6445,0.0427,9
zapalenia,10%,fill,NB,0.6695,0.0218,9
zapalenia,10%,fill,RF,0.9158,0.0109,9
zapalenia,10%,fill,XGBoost,0.9219,0.0117,9
zapalenia,10%,fill_knn,MLP,0.6431,0.0298,9
zapalenia,10%,fill_knn,NB,0.6624,0.0174,9
zapalenia,10%,fill_knn,RF,0.9137,0.0138,9
zapalenia,10%,fill_knn,XGBoost,0.9198,0.0128,9
zapalenia,10%,fill_norm,MLP,0.8758,0.0137,9
zapalenia,10%,fill_norm,NB,0.5833,0.0066,9
zapalenia,10%,fill_norm,RF,0.9157,0.011,9
zapalenia,10%,fill_norm,XGBoost,0.9219,0.0117,9
zapalenia,10%,raw,MLP,0.6094,0.0506,9
zapalenia,10%,raw,NB,0.622,0.0397,9
zapalenia,10%,raw,RF,0.9078,0.0098,9
zapalenia,10%,raw,XGBoost,0.9127,0.0089,9
zapalenia,10%,remove_fill,MLP,0.5996,0.0502,9
zapalenia,10%,remove_fill,NB,0.8354,0.0215,9
zapalenia,10%,remove_fill,RF,0.908,0.0131,9
zapalenia,10%,remove_fill,XGBoost,0.9134,0.008,9
zapalenia,20%,all,MLP,0.8401,0.0176,9
zapalenia,20%,all,NB,0.8308,0.0214,9
zapalenia,20%,all,RF,0.8872,0.0128,9
zapalenia,20%,all,XGBoost,0.8902,0.0224,9
zapalenia,20%,all_knn,MLP,0.839,0.0142,9
zapalenia,20%,all_knn,NB,0.8321,0.02,9
zapalenia,20%,all_knn,RF,0.8853,0.0105,9
zapalenia,20%,all_knn,XGBoost,0.888,0.0132,9
zapalenia,20%,fill,MLP,0.5692,0.0254,9
zapalenia,20%,fill,NB,0.6145,0.0323,9
zapalenia,20%,fill,RF,0.8944,0.0123,9
zapalenia,20%,fill,XGBoost,0.8984,0.0127,9
zapalenia,20%,fill_knn,MLP,0.5619,0.0323,9
zapalenia,20%,fill_knn,NB,0.5965,0.0277,9
zapalenia,20%,fill_knn,RF,0.8893,0.0088,9
zapalenia,20%,fill_knn,XGBoost,0.8929,0.0087,9
zapalenia,20%,fill_norm,MLP,0.8526,0.0134,9
zapalenia,20%,fill_norm,NB,0.5945,0.0143,9
zapalenia,20%,fill_norm,RF,0.8943,0.0123,9
zapalenia,20%,fill_norm,XGBoost,0.8984,0.0127,9
zapalenia,20%,raw,MLP,0.5625,0.0199,9
zapalenia,20%,raw,NB,0.5564,0.0126,9
zapalenia,20%,raw,RF,0.8887,0.0095,9
zapalenia,20%,raw,XGBoost,0.8896,0.0161,9
zapalenia,20%,remove_fill,MLP,0.5691,0.044,9
zapalenia,20%,remove_fill,NB,0.7916,0.0123,9
zapalenia,20%,remove_fill,RF,0.8873,0.0128,9
zapalenia,20%,remove_fill,XGBoost,0.8902,0.0224,9
zapalenia,30%,all,MLP,0.8131,0.0239,9
zapalenia,30%,all,NB,0.8221,0.014,9
zapalenia,30%,all,RF,0.855,0.0162,9
zapalenia,30%,all,XGBoost,0.8465,0.0257,9
zapalenia,30%,all_knn,MLP,0.8103,0.0171,9
zapalenia,30%,all_knn,NB,0.8218,0.0111,9
zapalenia,30%,all_knn,RF,0.8565,0.0149,9
zapalenia,30%,all_knn,XGBoost,0.8508,0.0247,9
zapalenia,30%,fill,MLP,0.5854,0.0277,9
zapalenia,30%,fill,NB,0.6542,0.0222,9
zapalenia,30%,fill,RF,0.8848,0.0105,9
zapalenia,30%,fill,XGBoost,0.8698,0.0157,9
zapalenia,30%,fill_knn,MLP,0.5504,0.0206,9
zapalenia,30%,fill_knn,NB,0.6225,0.0158,9
zapalenia,30%,fill_knn,RF,0.8753,0.0164,9
zapalenia,30%,fill_knn,XGBoost,0.8616,0.0269,9
zapalenia,30%,fill_norm,MLP,0.8343,0.0086,9
zapalenia,30%,fill_norm,NB,0.5821,0.0128,9
zapalenia,30%,fill_norm,RF,0.8847,0.0104,9
zapalenia,30%,fill_norm,XGBoost,0.8698,0.0157,9
zapalenia,30%,raw,MLP,0.5781,0.0348,9
zapalenia,30%,raw,NB,0.6083,0.0209,9
zapalenia,30%,raw,RF,0.8789,0.0148,9
zapalenia,30%,raw,XGBoost,0.8735,0.0235,9
zapalenia,30%,remove_fill,MLP,0.5594,0.0387,9
zapalenia,30%,remove_fill,NB,0.7862,0.0176,9
zapalenia,30%,remove_fill,RF,0.8549,0.0163,9
zapalenia,30%,remove_fill,XGBoost,0.8465,0.0257,9
zapalenia,40%,all,MLP,0.7601,0.0214,9
zapalenia,40%,all,NB,0.7973,0.0169,9
zapalenia,40%,all,RF,0.8214,0.0259,9
zapalenia,40%,all,XGBoost,0.814,0.0245,9
zapalenia,40%,all_knn,MLP,0.7485,0.027,9
zapalenia,40%,all_knn,NB,0.7982,0.0176,9
zapalenia,40%,all_knn,RF,0.8234,0.0219,9
zapalenia,40%,all_knn,XGBoost,0.8047,0.0198,9
zapalenia,40%,fill,MLP,0.5136,0.0288,9
zapalenia,40%,fill,NB,0.605,0.02,9
zapalenia,40%,fill,RF,0.8501,0.0151,9
zapalenia,40%,fill,XGBoost,0.8114,0.0197,9
zapalenia,40%,fill_knn,MLP,0.5162,0.024,9
zapalenia,40%,fill_knn,NB,0.5756,0.0218,9
zapalenia,40%,fill_knn,RF,0.8476,0.012,9
zapalenia,40%,fill_knn,XGBoost,0.8147,0.0238,9
zapalenia,40%,fill_norm,MLP,0.7965,0.0246,9
zapalenia,40%,fill_norm,NB,0.5952,0.0129,9
zapalenia,40%,fill_norm,RF,0.85,0.0149,9
zapalenia,40%,fill_norm,XGBoost,0.8114,0.0197,9
zapalenia,40%,raw,MLP,0.5485,0.0176,9
zapalenia,40%,raw,NB,0.6027,0.0264,9
zapalenia,40%,raw,RF,0.8564,0.0143,9
zapalenia,40%,raw,XGBoost,0.8339,0.011,9
zapalenia,40%,remove_fill,MLP,0.5496,0.0389,9
zapalenia,40%,remove_fill,NB,0.7108,0.0324,9
zapalenia,40%,remove_fill,RF,0.8213,0.0258,9
zapalenia,40%,remove_fill,XGBoost,0.814,0.0245,9
zapalenia,50%,all,MLP,0.6545,0.0466,9
zapalenia,50%,all,NB,0.7551,0.0181,9
zapalenia,50%,all,RF,0.7855,0.0122,9
zapalenia,50%,all,XGBoost,0.7784,0.0223,9
zapalenia,50%,all_knn,MLP,0.6738,0.0276,9
zapalenia,50%,all_knn,NB,0.7578,0.0181,9
zapalenia,50%,all_knn,RF,0.7723,0.0171,9
zapalenia,50%,all_knn,XGBoost,0.773,0.0211,9
zapalenia,50%,fill,MLP,0.5556,0.0234,9
zapalenia,50%,fill,NB,0.5846,0.032,9
zapalenia,50%,fill,RF,0.8419,0.013,9
zapalenia,50%,fill,XGBoost,0.805,0.0191,9
zapalenia,50%,fill_knn,MLP,0.5473,0.0285,9
zapalenia,50%,fill_knn,NB,0.5868,0.0342,9
zapalenia,50%,fill_knn,RF,0.8365,0.008,9
zapalenia,50%,fill_knn,XGBoost,0.7928,0.018,9
zapalenia,50%,fill_norm,MLP,0.7212,0.0492,9
zapalenia,50%,fill_norm,NB,0.5664,0.015,9
zapalenia,50%,fill_norm,RF,0.8419,0.0131,9
zapalenia,50%,fill_norm,XGBoost,0.805,0.0191,9
zapalenia,50%,raw,MLP,0.5383,0.0262,9
zapalenia,50%,raw,NB,0.5797,0.03,9
zapalenia,50%,raw,RF,0.8283,0.0132,9
zapalenia,50%,raw,XGBoost,0.7838,0.0301,9
zapalenia,50%,remove_fill,MLP,0.5278,0.0262,9
zapalenia,50%,remove_fill,NB,0.5926,0.0286,9
zapalenia,50%,remove_fill,RF,0.7853,0.0122,9
zapalenia,50%,remove_fill,XGBoost,0.7784,0.0223,9
zapalenia,ORYGINALNY,raw,MLP,0.7407,0.0196,3
zapalenia,ORYGINALNY,raw,NB,0.8721,0.0028,3
zapalenia,ORYGINALNY,raw,RF,0.9391,0.0046,3
zapalenia,ORYGINALNY,raw,XGBoost,0.9363,0.0042,3
